fid,f,f_class,I,I_class,Ex,Ex_class,f_Nones,f_Nzeros,I_Nones,I_Nzeros,Ex_Nones,Ex_Nzeros
189,0.011764705882352941,1.0,0.5074281223120045,2.0,0.005969742615435347,1.0,0.0,33.0,1.0,1.0,0.0,62.0
190,0.047058823529411764,1.0,0.17370849281917908,1.0,0.00817451730913784,1.0,0.0,27.0,0.0,15.0,0.0,61.0
191,0.07058823529411765,1.0,0.23652061549605607,1.0,0.016695572858545133,1.0,0.0,23.0,0.0,12.0,0.0,56.0
192,0.18823529411764706,2.0,0.3090065298457879,2.0,0.05816593502979537,2.0,1.0,2.0,1.0,7.0,7.0,28.0
193,0.27058823529411763,2.0,0.5115024717031507,2.0,0.13840655116673486,2.0,4.0,2.0,1.0,1.0,1.0,0.0
194,0.36470588235294116,3.0,0.5804874499360804,2.0,0.21170718762374693,2.0,13.0,0.0,3.0,1.0,3.0,0.0
195,0.4823529411764706,3.0,0.8494740308105053,3.0,0.409746297214479,3.0,21.0,0.0,10.0,0.0,8.0,0.0
196,0.5176470588235295,3.0,1.0628044425620882,3.0,0.5501575937968457,3.0,23.0,0.0,15.0,0.0,11.0,0.0
197,0.5529411764705883,3.0,1.264408805342339,3.0,0.699143692365764,3.0,26.0,0.0,20.0,0.0,15.0,0.0
198,0.6,3.0,1.3519558258092235,3.0,0.8111734954855341,3.0,29.0,0.0,22.0,0.0,17.0,0.0
199,0.6,3.0,1.5156443342062484,3.0,0.909386600523749,3.0,29.0,0.0,25.0,0.0,20.0,0.0
200,0.611764705882353,3.0,1.6197009468123111,3.0,0.9908758733440022,3.0,30.0,0.0,28.0,0.0,22.0,0.0
201,0.6235294117647059,3.0,1.723400204059876,3.0,1.0745907154726286,3.0,31.0,0.0,30.0,0.0,24.0,0.0
202,0.6588235294117647,3.0,1.7198959384992663,3.0,1.133107912423046,3.0,33.0,0.0,30.0,0.0,25.0,0.0
203,0.6235294117647059,3.0,1.7294726349890175,3.0,1.078377054757858,3.0,31.0,0.0,30.0,0.0,24.0,0.0
204,0.611764705882353,3.0,1.6451509483271558,3.0,1.0064452860354365,3.0,30.0,0.0,28.0,0.0,22.0,0.0
205,0.5882352941176471,3.0,1.4344931085561485,3.0,0.8438194756212639,3.0,28.0,0.0,24.0,0.0,18.0,0.0
206,0.5529411764705883,3.0,1.2419265024529103,3.0,0.6867123013563151,3.0,26.0,0.0,19.0,0.0,14.0,0.0
207,0.4235294117647059,3.0,1.0949625095788325,3.0,0.463748827586329,3.0,17.0,0.0,16.0,0.0,9.0,0.0
208,0.36470588235294116,3.0,0.7355262857788172,2.0,0.26825076304874507,3.0,13.0,0.0,8.0,0.0,4.0,0.0
209,0.25882352941176473,2.0,0.5371725279494604,2.0,0.13903288958691917,2.0,3.0,2.0,2.0,1.0,1.0,0.0
210,0.2,2.0,0.34837271664637764,2.0,0.06967454332927553,2.0,0.0,1.0,2.0,4.0,10.0,19.0
