fid,X,Y,I,Intercept,NAT_AREA_SURR,INDUSTRIAL_AREA_SURR,ROADS_SURR
47,8.745,45.837,1.048261016757907,0.11665884728020022,-0.24399370487160352,0.23686622956577633,0.13269231421539374
48,8.745,45.903,0.8620955741069022,-0.0846380612683754,-0.2497425598021697,0.5046970914784885,0.12473998476388438
49,8.745,45.969,0.583508864576955,-0.24589582810256677,-0.25807764956635265,0.6626306934337447,0.1093708711605079
50,8.745,46.035,0.3719031492090462,-0.36059012804905394,-0.2535956512866734,0.6664224883711238,0.08939956732809487
51,8.745,46.101,0.3421094025491084,-0.36078681556259523,-0.24918783821210017,0.6542000125778447,0.05204382283826894
52,8.811,45.045,1.3821747179730632,0.2049893412364614,-0.5293886725190214,0.18473954417534916,-0.26379563294839975
53,8.811,45.111,1.44885661092037,0.27328571291187354,-0.5522759834321048,0.13774657880382407,-0.23854679002753912
54,8.811,45.177,1.5221861203140794,0.3360628255282838,-0.5688755533968233,0.08787659747207925,-0.15663610150449422
55,8.811,45.243,1.516194115103278,0.3883028351549135,-0.5833986444570602,0.024036221365185823,0.007657590848042975
56,8.811,45.309,1.5922323976906323,0.45571560753768975,-0.6024574128827793,0.04145906348349143,0.08091617575693115
57,8.811,45.375,1.6313937754979932,0.5056264289559683,-0.6228871627260439,0.012313313438454232,0.09601559610304629
58,8.811,45.441,1.5797950935052332,0.5121136947749321,-0.6195654529700914,0.009042478966599415,0.10208524093169899
59,8.811,45.507,1.5475906812239104,0.49645556167562666,-0.5903773729599517,0.01743513086209092,0.1091697955031993
60,8.811,45.573,1.627916916673045,0.527765754970158,-0.5483928401070037,0.029953814825940193,0.1167581192526497
61,8.811,45.639,1.6836435305980473,0.5869295970889665,-0.5211794386113187,0.05618969184509752,0.12329580199733443
62,8.811,45.705,1.5929455660372207,0.5748233717670688,-0.46880876974094743,0.08756298261549937,0.12852661895879786
63,8.811,45.771,1.448468645441524,0.46561097513102245,-0.3228222993018633,0.1012689718868452,0.13231401272049081
64,8.811,45.837,1.150870648636138,0.21064851275604066,-0.2823318483261702,0.25092512782430554,0.13212290736912308
65,8.811,45.903,0.8493007217667059,-0.03064079032139537,-0.25603131919499256,0.45319010554862144,0.1205211660313669
66,8.811,45.969,0.6046330510026678,-0.16299721785647464,-0.25194669367773703,0.5956433536674262,0.09949478744640128
67,8.811,46.035,0.3938972028823213,-0.26942351427945227,-0.2500298453427512,0.6222318716905393,0.066592417430561
68,8.811,46.101,0.3815780383377663,-0.30038747287234857,-0.24821183959269394,0.6310263734679735,0.03228672807099737
69,8.877,44.979,1.1469335442577069,0.0655559043943349,-0.4786621832584454,0.11080859235692128,-0.26359173253013707
