fid,X,Y,Ex,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
28,8.679,45.705,0.7758869501730561,-0.15385613341012125,0.5103575234530782,0.43058852459097124,0.3146426676118804,-0.12319165383055986,0.1523068881321662,-0.3928975862874028,0.04627648482782071
29,8.679,45.771,0.661567040917757,-0.19379498961116554,0.5727582577627681,0.4541961767420878,0.3907099130831956,-0.11734194415685731,0.1790177247483533,-0.34919662233050097,0.05625674826847981
30,8.679,45.837,0.4829204877588374,-0.2418337725710522,0.6550543814916185,0.47693054101810284,0.27184688313409516,-0.1558906515251926,0.21630963995197866,-0.28412766071279927,0.06918916400175586
31,8.679,45.903,0.281766176007477,-0.2937309646703283,0.7429122137745765,0.4549033282896805,0.18019992178438893,-0.2524836338709968,0.28885010810467626,-0.1891812845815492,-0.004541196807947106
32,8.679,45.969,0.1354784084131195,-0.3347376665101106,0.7844948130841939,0.4319743693540685,0.16501594956804172,-0.261787023785473,0.32429407926498055,-0.1384311140143844,-0.09512676775217901
33,8.679,46.035,0.0303954635187858,-0.36133692235194637,0.8002552044342164,0.31632569021010615,0.158198869875996,-0.2752249864006767,0.3229476846293525,-0.12223110746258017,-0.18986522908582226
34,8.679,46.101,0.0048550779117574,-0.3735414673815877,0.8008039668595853,0.30117147212760825,0.15802845613858657,-0.28075018209413527,0.3042993482836478,-0.128323841109517,-0.0774057532010093
35,8.745,44.979,0.6157121602216529,0.33770720447080305,-1.8843499730838986,2.5814614405060903,-2.3081296199872896,-2.671167052423768,-0.10234508739208015,0.39087443425276014,-0.2704381636159765
36,8.745,45.045,0.6166915432820965,0.33527377756271437,-1.868983399530312,2.586782893773429,-2.2807617739041572,-2.6637597565953675,-0.19721848394970334,0.6203875629705612,-0.1361480618163981
37,8.745,45.111,0.6345651994586167,0.3246824354132877,-1.8870442632410414,2.5978898378746234,-2.25596132801174,-2.6634553091047057,-0.5221874276711148,0.4358825063643612,-0.06965546136093442
38,8.745,45.177,0.678159099515877,0.31301608237523904,-1.9074980806453037,2.590999207628629,-2.2392186305994577,-2.674033514770266,-0.6004236548803916,0.33612466763836224,-0.2511837464974426
39,8.745,45.243,0.7570257186642475,0.30385550497156344,-1.9308755334583831,2.581374728149629,-2.2211699110999104,-2.6835578215116627,-0.6393508195030065,0.239226108195662,-0.45592398184721283
40,8.745,45.309,0.8590690151553914,0.3029565591213298,-1.9123672543131551,2.2978964642070467,-2.2081930209854983,-2.437626755114232,-0.7211980455867597,0.1724506958213722,-0.16683881511471246
41,8.745,45.375,0.9569276893627432,0.2848710465389982,-1.826785341205153,1.0585710123357477,-2.077622055886251,-0.7776496709814833,-0.7034046656279975,0.2760830794549183,-0.008669810741234532
42,8.745,45.507,1.0758980087227852,0.01814577711379162,-0.026731734892449024,0.41248301033633616,-0.9325402845076171,-0.12716783164018974,0.08782299477193771,-0.31521779984415643,0.018273918905694728
43,8.745,45.573,1.028386909681219,-0.0549595827585273,0.4723839985624386,0.4098088047702888,-0.6220114894642995,-0.13008444765979243,0.0258384686159126,-0.400724833664019,0.008787452325971567
44,8.745,45.639,0.9753484232673748,-0.11124180253209523,0.492271239287024,0.4143126803691123,-0.40368942066188673,-0.13162474857048134,0.0759627849714025,-0.4036451336100642,0.024346008286236502
45,8.745,45.705,0.908840758853917,-0.15586206916593504,0.5195261432914882,0.4260325242512765,0.0802886988202505,-0.12957159105043342,0.10469544238814647,-0.40246942706690414,0.042753395463293556
46,8.745,45.771,0.8112587623442505,-0.20299015738406548,0.5877885992163219,0.4438734236879026,0.22324589435495876,-0.12479907612733011,0.11962456973823982,-0.3682392718546671,0.06344647174066712
47,8.745,45.837,0.5495299683930179,-0.26054727617435514,0.6896801722974273,0.45260298892946726,0.18724720114571355,-0.13193322521653156,0.1595912801886614,-0.2932755469551901,0.06091716140764224
48,8.745,45.903,0.3362985428102039,-0.3172012279453358,0.7680477783909269,0.4409935214574055,0.16560753627419111,-0.277118103757841,0.21681489050058883,-0.21111991757893117,0.02328694987282565
49,8.745,45.969,0.1668470016690546,-0.359106299998448,0.7968703069347443,0.42146463746088136,0.1721355943696755,-0.28026813087293134,0.24944597012264194,-0.16892329787106206,-0.004439715734392037
50,8.745,46.035,0.0691976055940211,-0.381839141141862,0.8095017981492343,0.3230428613142427,0.1596973303481316,-0.2807440201613669,0.28317330835802773,-0.13601289512758827,-0.06007376785850293
51,8.745,46.101,0.0139292804059642,-0.3887932242223016,0.8075360722552232,0.30854095517192326,0.15790309259177737,-0.28348586864321984,0.2811774256423065,-0.13518601529240887,-0.057314426804136925
52,8.811,45.045,0.6784247191647748,0.3386116213208602,-1.5835759436521606,2.433538052201607,-2.2676986962467467,-2.621735055770365,-0.014630009607156606,0.1318114278904226,0.11981102708685296
53,8.811,45.111,0.6520631809589069,0.32186705645597846,-1.6651640362883953,2.4666994454541484,-2.1751951817435664,-2.605631119558626,-0.39890455229077226,0.436554072938788,-0.16023807304876792
54,8.811,45.177,0.6954835707611405,0.28768026385134493,-1.7221000457210534,2.430565167698296,-2.109963116606226,-2.5336978825747005,-0.4620931788841049,0.37221066430054434,-0.5275043415421973
55,8.811,45.243,0.8321310844724918,0.2665447448748244,-1.7812634810822572,2.4631551122308495,-2.039890144231915,-2.380582816271831,-0.4665230502370718,0.1585508532667613,-0.51559323014801
56,8.811,45.309,0.9471116136465004,0.25745218072276943,-1.759460578940523,1.0303949926111624,-1.9759269196847522,-1.3859885127530331,-0.548545609259038,0.521025898410993,-0.29285197133342394
57,8.811,45.375,1.0389300575760916,0.23905305805501678,-1.608173548342402,0.548168780604769,-1.7753030686821512,-0.15697024592938336,-0.546075847822661,0.6987908127774052,-0.021996201378438024
58,8.811,45.441,1.1523136081274867,0.15260470924499114,-1.208914016616855,0.44014784595597023,-1.293472439364594,-0.11659043973345318,-0.013632300246645614,1.2340457973467036,0.05882481007700487
59,8.811,45.507,1.2156029189507038,0.033840325859579336,-0.8392436931291664,0.416387653830639,-0.8915463456859098,-0.1300522785364834,0.07160599960967232,0.2541956946336362,0.02489124734077798
60,8.811,45.573,1.2199278837587149,-0.06021177981330489,0.49291045924842514,0.4053894719773904,-0.6155219086085844,-0.13553342615274544,-0.01591335803784437,-0.33534170307139655,0.005347808569982683
61,8.811,45.639,1.0989328985907394,-0.1276018290185291,0.5521202843939299,0.40981528034035686,-0.48800037209779157,-0.13505184494886915,0.07335975219530148,-0.3695928088152789,0.015023493509813364
62,8.811,45.705,1.0019253438769922,-0.17997621837372574,0.577758873200312,0.41831230666589475,-0.30220457885841373,-0.13295826194446475,0.07798808413281344,-0.3793516590510698,0.03262927099852186
63,8.811,45.771,0.870185153304257,-0.23454052513585216,0.6237925775053792,0.4434133194633783,0.12844476217175316,-0.12787544582980254,0.03715813409647047,-0.39076591643727565,0.06642808025874346
64,8.811,45.837,0.5941787046224818,-0.3005251870886804,0.7370406496333184,0.4563779220260024,0.1810096220955746,-0.12228085656700705,0.060502334903044755,-0.31817925876452524,0.07025345622051737
65,8.811,45.903,0.3607872916309786,-0.36128122371998916,0.8092443706922143,0.4497773252977243,0.16652794826802234,-0.28796947836374354,0.09917713758481622,-0.24674786714441038,0.04324989680557526
66,8.811,45.969,0.1816152028688108,-0.39763457897490667,0.8323094111895668,0.4473145722184704,0.1676708796482832,-0.2968618588673485,0.13922982376234908,-0.20623202165209584,0.030626596159701577
67,8.811,46.035,0.08417663696378,-0.41358265645115333,0.8279123982886154,0.31391775605833544,0.15827690879260914,-0.29130405021838507,0.21490290514237478,-0.15994149302660837,-0.06802892093678303
68,8.811,46.101,0.0201989384572673,-0.41696534194951307,0.8199246411203369,0.3201792498460375,0.15662372691422802,-0.2881790456057964,0.23591454111756235,-0.1504986045521154,-0.037732427943307424
69,8.877,44.979,0.6198458637830473,0.25484609028825506,-1.2010726244231216,0.8686032607301188,-1.912913710636062,-1.092203386809424,-0.10670213608007226,0.8964319338691568,-0.23836773305566505
70,8.877,45.045,0.7200387295694609,0.2973486810622097,-1.2414605869951494,1.9117800091142245,-2.0834949654740544,-1.9042937571105893,-0.0774940149275164,-0.15030799303213083,-0.15404683986750461
71,8.877,45.111,0.7172792048094604,0.2895093151297332,-1.3633415452826276,2.114897800961555,-1.9997977771580397,-2.1341908680408714,-0.06324590357111907,0.09291003751932805,-0.04460554607799995
72,8.877,45.177,0.7503734181575679,0.24692607511089856,-1.4448592018146154,2.0468643204269243,-1.9313499049467957,-1.8816514094037713,-0.35141672097577276,0.5061585187175129,-0.3068651939073572
73,8.877,45.243,0.8959007372929181,0.21819804442591126,-1.4747797507633544,2.004948499716751,-1.8269637293674061,-1.5271956626350978,-0.4079802691527189,0.6049236668577129,-0.42192852272404063
74,8.877,45.309,1.000156750708801,0.20354710112474717,-1.363816310006456,0.9300266399209588,-1.6675203132725671,-0.7864749340547421,-0.5014385322276915,0.970733554018068,-0.1247098984531058
75,8.877,45.375,1.095683145371059,0.17582263286642008,-1.0968275097418863,0.5218394961495814,-1.3115902311568757,-0.11604540655685427,-0.4626191417411456,1.0803329921861158,0.08663945498431358
76,8.877,45.441,1.216691357881264,0.11036133470658521,-0.9124753332313654,0.45053846274883286,-0.9332753983585518,-0.11341685624406758,-0.0011665597297498588,1.0455100210890365,0.05328924561691267
