fid,X,Y,Ex,Intercept,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
305,9.537,46.035,0.014324185751369,-0.4905232611417153,0.697449129233607,0.3371615560407121,-0.5465029258407302,-0.1315484655145684,-0.43929142307063884,-0.8869170652789914
306,9.537,46.101,0.013568314974832,-0.5531560042055017,0.6735733775217301,0.3122045260266788,-0.5276537544293262,-0.08825188617251242,-0.29561455821581073,-0.865178399056348
307,9.537,46.167,0.0117327378618905,-0.6036621644962397,0.6093530041485992,0.2623889803355043,-0.49531666660555995,-0.06091892449929465,-0.1798619791288018,-0.8821656252403032
308,9.537,46.233,0.0037624891300992,-0.6305033553050956,0.560038679467104,0.180315095123522,-0.4542348371821516,-0.00405024920138539,-0.031885446079736715,-0.8764218223339496
309,9.537,46.299,0.001898887112,-0.6291050541413349,0.4865137806937279,0.13202780111324985,-0.42855171855465657,-0.01734230644285731,0.013659659013861567,-0.9638709138480209
310,9.537,46.365,0.0009532474287565,-0.6210276697370971,0.4401464502690324,0.12542050410444466,-0.4229483377782517,-0.011812091446264395,0.0619715730715556,-0.9443441172474909
311,9.603,45.111,0.7081951036689096,-0.37744170807259164,-0.3239290251435456,0.30081553325890215,-0.9519053093290245,-0.31483960773136055,-0.3975906607777846,0.2650980027468463
312,9.603,45.177,0.8428847434349659,-0.32588656775488806,-0.27525457007147247,0.16320526921744002,-1.0042031995799574,-0.253461104606877,-0.25522514478670055,0.29872911600911484
313,9.603,45.243,0.908562232212115,-0.2799289774625494,-0.25889148634233206,0.14596491432153816,-1.054509946412443,-0.17243632820609128,-0.3656084058722402,0.2981487586326229
314,9.603,45.309,1.0456702446220794,-0.23160335346310118,-0.19606196828870426,0.20027148756169416,-1.1077556457624156,-0.07753872177520482,-0.4608626962995073,0.319107067778712
315,9.603,45.375,1.1391654515077003,-0.17917757811244178,-0.11562403803999279,0.28925073494144715,-1.1626547066847506,0.03560858815491207,-0.5355134822358795,0.3600843736433957
316,9.603,45.441,1.2191609850012122,-0.13633116377370813,-0.039538611399249135,0.29899674740220783,-1.2057880187935566,0.028905676349074226,-0.33828137829624483,0.40290147029712264
317,9.603,45.507,1.2641365385252046,-0.11697931672785124,0.07708457122205012,0.27004859380566115,-1.22724507332432,0.0003929827255748121,0.11062136813237679,0.48106988873084156
318,9.603,45.573,1.1733362713688955,-0.1386955334516039,0.08619952106475597,0.2513360078853572,-1.2078422860376234,-0.06045031397093249,0.0021102687027946478,0.4825456604933698
319,9.603,45.639,0.9610574624853756,-0.16495456180161844,0.08001700677483005,0.25378345752186676,-1.1700262935270205,-0.0799988144647035,-0.12054041810986253,0.28484145127295124
320,9.603,45.705,0.7161785174603233,-0.18940160864553274,0.6525707436088937,0.2664903791262796,-1.0653555573939202,-0.024263139406240544,-0.4488247105708515,-0.7126039098048352
321,9.603,45.771,0.4423036885911351,-0.252784536704245,0.8447402476200895,0.2801019223094605,-0.6317721872692993,-0.0024201193019590134,-0.4224211946702828,-0.6861638175618243
322,9.603,45.837,0.1948473449262325,-0.33737846998051735,0.822979929047563,0.3013044203106533,-0.5848120323317021,-0.019163719357301556,-0.4522919175588196,-0.7305304676800042
323,9.603,45.903,0.0725773865632991,-0.40660148116438066,0.7818841048814889,0.3395241265377235,-0.5678459102962551,-0.03259138578935447,-0.45518645281433584,-0.7720471313903015
324,9.603,45.969,0.0263398372667402,-0.4639667917468162,0.7153129258422349,0.3273876468195402,-0.5472741152497375,-0.08281832668956071,-0.47088412473118124,-0.848341193087109
325,9.603,46.035,0.011456977443187,-0.5231369862138786,0.6724254367897464,0.31297987934217475,-0.5306172051436175,-0.10636237940572683,-0.4272199974403134,-0.8902813304635879
326,9.603,46.101,0.0112095372063358,-0.584758519770789,0.6655103266179709,0.2865278467803353,-0.5115522236450523,-0.05503707803510639,-0.290737277580811,-0.8620571007007632
327,9.603,46.167,0.0061929201235416,-0.6340522521227212,0.6116503946492906,0.2389635650906517,-0.48013456229145296,-0.037179718692803114,-0.1973877249004795,-0.8817878959909617
328,9.603,46.233,0.003273373464689,-0.659343845630662,0.5771585181710234,0.16601623534744614,-0.44056397508360634,0.0006507944930136574,-0.07959445781909893,-0.8826910363804943
329,9.603,46.299,0.0014858949285668,-0.6573890592304539,0.5148006360794357,0.12390243943931606,-0.4172696280059087,-0.035450702049610025,-0.07206395690537871,-0.980027996177821
330,9.669,45.045,0.5739493232660436,-0.46227007795217595,-0.34526600894857706,0.48999046597795,-0.8934679678987567,-0.34810032260823287,-0.12666777255283854,0.24816683920314134
331,9.669,45.111,0.7311787342240827,-0.4157732837536089,-0.3088520274269815,0.3595951100848992,-0.937152068351137,-0.3077014860665127,-0.11146862855154797,0.27032659354561506
332,9.669,45.177,0.8341188173285302,-0.35722910369421823,-0.25626627796131096,0.18795029715838735,-0.9943174781280985,-0.2242233776244083,-0.09270774703390852,0.30871364213266717
333,9.669,45.243,0.9068033311475616,-0.3122944380908684,-0.2461854752781161,0.15507072446504092,-1.042134473540032,-0.1805239757355274,-0.4014782449209363,0.3117045567269813
334,9.669,45.309,1.0190830031024778,-0.2660291553243741,-0.1846313153879,0.22336361411611688,-1.0923372216485139,-0.020516845405599865,-0.5055051124058717,0.34078703348034756
