fid,X,Y,Ex,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
131,9.075,45.375,0.7648187517677774,0.22973614199129694,0.9761602086862196,0.19741233856817697,0.42457379766768377,0.26211004568129415,-0.061692696935452825,0.18337161515142159,0.029479015924315018
132,9.075,45.441,0.7875990175043898,0.2194709303229404,0.9589261189754004,0.19754220911725995,0.440268215606904,0.26155855305989223,0.016492567563299528,0.07029645960385492,0.025876314737603653
133,9.075,45.507,0.8057246528644452,0.21651683575754727,0.9098812749862629,0.1997314961469932,0.4414383702094788,0.26223281660493397,0.036528420648585684,0.047689625554885554,0.0292817466915844
134,9.075,45.573,0.8160043696399283,0.22879398837423637,0.8591653559237058,0.20488201752541602,0.41745548857197234,0.2648879402080512,0.044353578067323235,0.008129604438675513,0.03728520753028049
135,9.075,45.639,0.7667782281836476,0.21028352117030996,0.7772335763464449,0.20423965078414869,0.4073976274052269,0.2648398701905249,0.10307872591303736,0.002546838700517605,0.032034767002358286
136,9.075,45.705,0.5897989163606969,0.17912034806372662,0.6454242016064041,0.1927175043415867,0.4760106491873874,0.24907372632313643,-0.030046019913737544,0.0013849687339966207,0.01847759878210898
137,9.075,45.771,0.5794105257211076,0.17218136748312735,0.5929648738139879,0.19233165438291414,0.25933882760347715,0.2372525002485254,-0.0819880562690821,-0.018557916574269646,0.02582617317052593
138,9.075,45.837,0.3519734444250058,0.1543500349189821,0.5958913606871443,0.20426248911333159,-0.250675016348858,0.204115063365302,-0.04817372777060853,-0.011558255103418475,0.03205875014846891
139,9.075,45.903,0.1759094932102462,0.1217676153449514,0.5998065937459546,0.23360991588799124,-0.2528552974897358,0.08456303470071369,-0.04832140965689455,-0.0075416938254597304,-0.0982181159653884
140,9.075,45.969,0.076933242217192,0.08245402177551572,0.6176652625799357,0.46666319689930347,-0.2923023025461897,0.13132863667065692,-0.022852215823935092,0.010160920241167734,-0.3295098797327006
141,9.075,46.035,0.0226177699776154,0.03601586490871263,0.637819861430463,0.5084512943789655,-0.32376497308580265,0.1662384714226595,0.015747915121881034,0.03139503379927002,-0.3914284781332237
142,9.075,46.101,0.0140983805104854,0.010998191127162677,0.6325720422395031,0.505269158646447,-0.32677017529787744,0.17429466686977724,0.024653012341869264,0.021553768898052123,-0.4306760299017763
143,9.141,44.781,0.0231817602688406,0.10027539925874658,-0.8993594468640738,-1.72298943565873,-0.8606007787023269,1.8619340147323347,0.6631739969988806,0.7310171351190707,-0.03826818446671546
144,9.141,44.847,0.062965210498026,0.1079201444333455,-0.3679509243499953,-1.7139487270170048,-0.8177138477955103,1.8585803468260518,0.05212427363619089,0.7171341670148548,-0.042919958129575136
145,9.141,44.913,0.1525123700945768,0.08499404226167731,0.7883844919426761,-1.650202119863414,-0.22197045816358277,1.9060777277083234,-0.06868191070894798,0.7342357102518977,-0.04505925440607368
146,9.141,44.979,0.2235619337476303,0.06969974804493002,0.8729104474683609,-1.5359796867155953,0.5174353218596469,1.972305340120015,-0.06762285057599317,0.7477040490959741,-0.033156533814805114
147,9.141,45.045,0.3423780540991062,0.07435192975018218,0.8833904224504433,-1.4740121020737904,0.5281601526379702,1.9514163703670349,-0.06683243326844299,0.7332469262631568,-0.029397378802615635
148,9.141,45.111,0.4690100234604014,0.07705850259829516,0.8921213236101666,-1.3319676248776817,0.5169207847689499,1.7834461506272525,-0.06520320226028312,0.7222206257746788,-0.032442752569957545
149,9.141,45.177,0.5635091655920184,0.08476403792761537,0.9046479947523585,-0.29513512359905125,0.4980048722243851,0.2758465230692465,-0.06013099411335959,0.6097303215673591,-0.03153389485885685
150,9.141,45.243,0.6294322001082865,0.10770787015441441,0.9238194062317221,0.17517666433910997,0.4670350714019851,0.256366820848126,-0.04556629468314151,0.23753810921080562,-0.0014679883372476434
151,9.141,45.309,0.7111637785028874,0.15007031182746605,0.9517405596235482,0.20122025785962172,0.4262191266470347,0.2685339213010517,-0.011551519520819134,0.12759815133261604,0.03092698874173564
152,9.141,45.375,0.7678274510579377,0.17742512279661588,0.9729473127012939,0.19974288677325475,0.4086091996763157,0.2675292185381528,0.038026333322194086,0.06499617779696049,0.03406382107744818
153,9.141,45.441,0.8337108851117733,0.1827600113120451,0.9370182275820697,0.19906427178449443,0.4106288119354584,0.2668998216020701,0.18703244787331455,0.04188897917129434,0.03240024977678378
154,9.141,45.507,0.8552532903459041,0.18542655408055195,0.9111837277543084,0.198994632081896,0.4084982220939479,0.26636734942898055,0.11580413050653585,0.03514627534730563,0.032781552118083146
155,9.141,45.573,0.8372037230986774,0.19985605227900521,0.8749544778351456,0.20250007483406834,0.38728780456442896,0.2683492356142281,0.07307462780902768,-0.0019676798796463904,0.03825755166821247
